Material_x,Cast_code,Stress,Temp,Frac,Elong,RA,C,Cr,Co,Al,Ti,Mo,W,Nb,Fe,B,V,Ni,Si,Mn,Cu,S,P,N,NbTa
32,221,26.2509737889797,945.419445247232,2907.66983808248,8.04003016180245,12.1829502770043,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.5573919912023,964.494773989182,2938.04877965567,7.83676738923003,11.7621215308979,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.2274507120788,943.685434535629,2923.73073888903,7.98811799665109,12.0622183339067,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.7795311346683,959.573483258521,2952.79218205855,8.01097437012377,11.8872307609467,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.0559562792148,954.622412094287,2921.47781616893,8.13932844460442,12.2002360695519,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.1386115078346,949.508913856878,2920.37585248444,7.98629907534954,11.9028884383736,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.97857201574,955.889498276745,2852.51958645016,7.93352067283978,11.9540025424731,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.0757980435348,952.84214403818,2920.36954111401,8.12264608136316,12.2330823132537,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.9138230812171,952.071972647148,2927.16162914702,7.88679353204997,11.9988162982276,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.7557097749609,952.685703737272,2965.56799317825,8.04076731566385,12.0618137651476,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.9584779777077,944.534019085281,2902.38552535058,7.84619173888706,11.9073749735454,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.1407986802995,937.176077957409,2957.00854454678,7.92137448017653,12.0049767744672,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.7258467081092,952.899678526494,2998.2253869558,8.0125187586695,11.9131397663371,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.4691771567219,932.031914580853,2899.46946232572,7.98755102479972,12.037475621125,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.4447255815402,934.82725296996,2908.41172217708,7.98603310926939,11.869814949963,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.6980416863335,956.513937825423,3001.68044584903,8.09383266299569,12.0469251139435,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.7139672184345,963.640449421168,2918.23942843458,8.11857817908704,12.1095463114363,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.4015733287369,947.80778250504,2934.70069982194,8.12744194818874,12.1517933985441,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.6622072606761,963.402948588071,2933.50423050591,8.05111267503214,12.1194501340232,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.1439401871479,940.835118235493,2960.24360630832,8.09158310674984,12.1317682461383,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.9807261639636,957.019113627747,2924.86748374205,8.10530342852919,12.2354805862256,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.9004167298582,949.497644839315,2941.39174610239,8.08198136259717,12.0248365177528,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.8951897709652,947.293529626069,2955.12871548578,7.99313317966311,11.9982026686541,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.0793581008588,954.900235644862,2882.5861032643,7.9953326744165,12.0572106662493,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.5485085706728,930.871298079376,2945.57787644466,8.08896065548642,12.0785175030213,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.6122740752576,961.80724806746,2942.85837357144,8.00535123372257,11.9500410978763,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.0134605237723,956.413283846753,2905.50591404028,8.03788410840577,12.1523009939719,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.321738999862,931.802161774977,2931.52486969659,7.83566421656873,11.7187212245874,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,25.8913817776015,956.09334416252,2934.74947898079,7.95869846547889,11.8883457853339,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.3882240013052,934.620777746788,2912.55311238192,8.0917674088714,12.0685886239803,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,26.2516347573102,944.053695132817,2888.04712736704,8.00869229350894,12.0031283261071,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0182934806686,1102.10607025957,2460.25954389346,16.8820630976699,5.00563071599768,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.89658959522285,1105.73173930893,2495.99714906417,17.0658455361242,4.99690416969911,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.93206543879181,1108.88973860494,2483.04650650196,16.9976610490404,4.96811221845636,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.86884892010962,1123.09739402798,2456.58890905533,16.8674555647165,4.95145227812079,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.95563630122339,1102.01828392483,2482.51936136496,17.0609901937165,5.00553060221232,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.80038344422328,1123.45036767046,2507.09287280259,17.1533099930187,5.00362088857074,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.94249933380307,1109.31314112724,2452.83108828783,16.7214533420052,4.99347970887668,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0507866044335,1088.45807449985,2462.76467416263,16.6950545087087,4.95416616217029,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.022677306741,1093.32906822785,2485.50273011773,16.9266782582153,4.97306295919114,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.99836022171941,1105.59247478347,2485.52304217824,16.9464686719364,4.96306515959031,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.96619290887564,1108.37827990549,2493.11920015055,17.1727644584672,5.06326012397484,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0686247399932,1089.44226291067,2529.87736900363,17.044275579496,4.98728905953029,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0715360333653,1094.64981041696,2482.9527128549,16.9662975434506,4.97647046448292,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.93630248628168,1103.60513301856,2478.50430788792,17.0653558382785,4.99351514864299,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1475895656638,1076.88494104839,2525.35057936439,17.1785317676343,5.0704002316046,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.92278111837013,1105.01073703931,2464.36421013412,16.8170804681815,4.89954468155443,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0499848826995,1097.56141558735,2460.27334572768,16.7271230773291,4.95190988237616,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.95978284685432,1097.38838231328,2489.76988384117,16.9622242681013,4.95330483581529,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.8955406332138,1104.08627654519,2521.55953323647,16.9845209286555,4.98588935009485,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.99360795631826,1096.94540960313,2488.77395832408,16.9407328105454,4.93589110960024,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0317219199796,1101.12485256011,2471.88518760262,17.0728569349346,5.01229019356622,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.96000857249517,1102.48581989284,2489.62118707365,16.9732150456191,4.969177040852,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0366918734575,1092.27524446951,2506.05351045557,17.0291742424186,5.03164513531005,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.85222933525173,1111.30754496076,2542.08608735863,17.1681927524168,5.00622015334341,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.024780655792,1093.97128840823,2487.26548628093,16.9588821319791,4.96282789146288,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.92796120273023,1096.80244564461,2545.88394009713,16.9892309143986,5.00461314586779,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0947719702771,1090.80850502699,2457.93306067954,17.0860259855659,5.02695300638964,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.067349331907,1098.58744275854,2467.50116321199,16.9403612562943,4.99204108778671,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1385759701428,1084.19505542194,2479.18713414078,16.5633792617524,4.96958351964634,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0435645965453,1092.79092537526,2517.22522924241,17.2232458210573,5.1106210329397,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.99332372820103,1100.31222612763,2489.92164531896,17.1650329252902,5.04004835822239,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0073591021225,1100.41987838124,2468.72074442131,16.946277357897,4.97756372894196,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.9886707137837,1106.96640090188,2502.89090006516,17.0762274531191,5.02818101731685,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.76019011603951,1125.29648810329,2486.33784360885,16.9973294826915,5.0160991571485,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.184222952856,1081.27818767197,2451.98050456589,17.0561343093386,5.0584384931062,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.8872475919998,1120.0136690729,2514.64414515641,17.2988118077188,5.08297634174211,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.92960188695849,1098.72617102828,2488.87014897376,16.6492016032981,4.89540429843311,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.96676081573856,1105.46447034098,2489.2889487949,17.1629057254681,5.09644084379901,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.82439277886053,1110.30304650132,2493.41109060708,16.7235346110471,4.82741571716086,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0783806379313,1094.63257154979,2489.3690350762,17.1206867987228,5.02775879127752,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.99322475018523,1098.50166287717,2466.92416878237,16.8627170603829,4.95998135328861,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.96189570132052,1097.49546704551,2478.61603512581,16.7865146187282,4.92553236251862,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0263484219759,1089.72867642086,2502.90052722913,16.8801276760329,4.9742998572838,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.80528018208314,1121.61035068071,2502.6479915176,17.0503871121198,4.98370269951038,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.87081241746187,1109.00739677007,2450.03108956779,16.788885721178,4.95795330793196,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1334377871388,1088.4808398814,2445.09487415056,16.9148212281954,5.02165560157722,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.74616663446596,1118.54598006801,2516.85694647585,16.8632917359485,4.98192232390744,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0501452713154,1087.09056066447,2507.44331638133,16.8878590031848,4.94282241898973,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1047565163013,1101.92980431966,2477.80210578896,17.1771082076309,5.06293635675516,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.97039817408719,1099.28520113796,2482.85623938363,16.5472586230054,4.86585385251066,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.96550077035402,1110.4564718897,2491.73869890922,17.4583179039704,5.11029859464017,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0982976594251,1088.83130014139,2476.70268178172,17.073788315342,4.99235278953376,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.98395086569564,1096.71739907257,2481.86937735538,16.9739114310332,4.96896829642933,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.87670531996298,1127.04259198031,2465.07703148805,17.1567932026623,5.0416418265082,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.99556121757563,1109.29533225873,2423.44154958635,17.032749670305,5.03292154211298,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.030285144917,1100.40233588554,2498.46016550783,17.0299757868926,5.00173341890019,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1225682604691,1091.60225080323,2446.2960203117,17.0502885199073,5.09186162376448,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1069125238352,1087.29252398357,2483.88300042737,17.1520404597112,5.04602372399208,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.98986233396854,1088.05495970726,2495.69167276644,16.6683675427899,4.93872456361226,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1174165472335,1082.91533932981,2481.47421809912,17.0407936535866,5.00354811716501,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.95230292066235,1106.50670773504,2487.78545897666,16.8340399273299,4.92874547492855,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0337745601477,1089.99775812622,2513.3425949473,16.8551259654133,4.90955483934932,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.95161290030857,1105.09262072413,2478.05987207951,17.0920048309905,5.03283643297137,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.85360990304781,1109.57068434552,2549.74992294229,17.2714470848437,5.07112072319051,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.92316398039202,1108.47926074855,2466.28054460466,17.1015960286464,5.04484129376111,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1497419666656,1079.89412736898,2477.09728681888,17.0707611805523,5.04520432631095,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.98330713127511,1104.71887097318,2473.26826687817,17.0120383715706,5.0722279028916,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.83600930129132,1116.4692946028,2474.1318614465,16.8524389658906,4.92309383010199,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1496069811099,1074.72161961621,2471.38189428408,16.8101148239644,4.94379460471673,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.96517577567145,1093.65621927106,2488.41128701034,16.8218790501776,4.91196485819898,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.8985071792817,1109.65466685963,2470.56584966871,16.7714238376816,4.97261486346423,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1467643514057,1085.3845152137,2474.39125699852,17.0307909331329,4.99212046814531,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0508198373028,1080.81055928868,2485.57426959814,16.7416980715213,4.90844203254765,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0025048590824,1097.51746280328,2466.43008367232,16.9193282840557,5.00346532138555,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0470363990216,1094.18980331076,2480.73018827845,16.926144561969,4.96314984042722,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.97589629255902,1097.4484619937,2491.11391806153,16.9464503042287,4.95714671973982,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.9318597629996,1116.89292254271,2497.477485659,17.1943103318157,5.06621917913329,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0124777149807,1100.41901506815,2495.89825135429,17.1227332693584,4.96550756228174,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.075965966596,1088.61304859446,2508.95692465657,17.0924182560951,4.98113413554486,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.89610359133226,1110.38954681776,2464.37621636722,17.0678883584961,5.00175283463462,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.80559505079765,1111.22168615442,2511.04133951587,17.065756298263,5.01272744977583,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.96029389688581,1097.44820353496,2512.16496923507,16.9850231675416,5.02024287617033,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1526407555553,1081.26712795718,2536.88390195761,17.3671113734297,5.03579566755779,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.99845214398419,1098.44398109817,2487.4449482743,16.9372426011267,4.99499739566675,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.83441205575948,1116.91868871502,2514.73681718102,17.0934196288628,4.97847065289803,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0521347619679,1085.24656163558,2503.03611612652,17.0817238995713,5.00725475304619,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.96960782968524,1115.07254617858,2465.02814607425,17.2348172852915,5.0801136700133,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.88455585306883,1109.03993614254,2495.68647353631,16.7609995970695,4.96370672390228,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.1919733272275,1086.9118121846,2437.88242658016,16.9806479194797,5.03657193409174,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.84511775993338,1130.64752965505,2427.29827556528,16.9521859384397,4.95323056634405,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,10.0798731282091,1072.24562442165,2476.93854435556,16.5823515819497,4.9064294947505,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
32,221,9.93761168338325,1098.47194483595,2520.27600458067,17.1319675912106,4.97903349092332,0.48,25.64,0.45,1e-05,1e-05,0.06,0,0,0,0,0,34.47,0.83,1.01,0.03,0.005,0.009,0.079,1e-05
